EE2511 Pathology & Healthcare,EE2511,EESEMS
EE3507 Respiratory & Cardiovascular Measurements,EE3507,EESEMS
EE3509 Biomedical Optics 2,EE3509,EESEMS
EE1503 Programming & Design,EE1503,EESEMS
EE2500 Electronic Circuit Design 2,EE2500,EESEMS
EE2512 Numerical Computing & Statistics,EE2512,EESEMS
LU3078 Commercial Property Law,LU3078,LLILAW
OV3017 Eye Disease and Therapeutics,OV3017,HAOPTM
AS1000 Exam techniques/Electives,AS1000,BBUGPR
JOM823 Editorial Production (Investigative Journalism),JOM823,AAJOUR
INM375 Games Development Process,INM375,IISOIN
INM376 Computer Graphics,INM376,IISOIN
INM377 Game Physics and Al,INM377,IISOIN
INM378 Music Technology for Games,INM378,IISOIN
INM379 Computer Games Architectures,INM379,IISOIN
EPM875 Transmission & Distribution Systems Management,EPM875,EESEMS
EPM973 Risk Management,EPM973,EESEMS
EPM874 Introduction to Power Systems & Energy Management,EPM874,EESEMS
SMMxxx Databases RE/REI,Databases RE/REI,BBMSCB
MBM407 Mba Block 2: Strategy Skills 1 (A),MBM407 SS1 (A),BBMBAB
MBM134 Private Equity EMBA,MBM134 EMBA,BBMBAB
JO2350 Visual Journalism,JO2350,AAJOUR
Cass Undergraduate Induction,Cass UG Induction,BBUGPR
JOM838 Journalism Practice Science,JOM838,AAJOUR
JO1166 Politics and Current Affairs,JO1166,AAJOUR
SMM148 Theory of Finance (MSc Fin),SMM148 FIN,BBMSCB
SMM464 Advanced Corporate Finance (MSc Fin/CF),SMM464 FIN/CF,BBMSCB
INM380 Libraries and Publishing in the Information Society,INM380,IISOIN
SMM188 Real Estate Capital Markets,SMM188,BBMSCB
SMM190 Real Estate Modelling & Market Dynamics,SMM190,BBMSCB
MBM014 Operations Management EMBA,MBM014 EMBA,BBMBAB
Magazine Induction,%23SPLUS633BF4,AAJOUR
Erasmus Mundus Induction,%23SPLUS633C05,AAJOUR
SMM233 Mergers & Acquisitions/Stream 02/03 (Evening),SMM233 Evening,BBMSCB
SMM388 Operational Risk Management,SMM388,BBMSCB
SMM387 Marketing Of Financial Services,SMM387,BBMSCB
SMM892 Consulting Skills for Accounting, Finance & Internal Auditing,SMM892,BBMSCB
SMM389 Reinsurance,SMM389,BBMSCB
SMM386 Marine, Aviation & Transport Insurance,SMM386,BBMSCB
SMM184 Real Estate Securitisation,SMM184,BBMSCB
SMM185 Residential Investment,SMM185,BBMSCB
SMM672 Building, Project Management & Procurement,SMM672,BBMSCB
SMM678 Financial Risk Modelling,SMM678,BBMSCB
SMM953 Project Finance & Infrastructure Investment: Block (taught in Madrid),SMM953,BBMSCB
SMM233 Mergers & Acquisitions/Stream 03/03 (Block),SMM233 Block,BBMSCB
SMM620 Trading & Hedging in the Forex Market,SMM620,BBMSCB
SMM862 Corporate Social Responsibility,SMM862,BBMSCB
SMM863 Customer Service & Relationship Management,SMM863,BBMSCB
SMM475 International Finance,SMM475,BBMSCB
SMM956 Retail Supply Chain Management,SMM956,BBMSCB
SMMxxx Business Plan Presentation,SMMxxx/BPlan,BBMSCB
SMM618 Advanced Options Trading,SMM618,BBMSCB
SMM622 Advanced Financial Modelling & Forecasting,SMM622,BBMSCB
SMM617 Advanced Financial Engineering & Credit Derivatives,SMM617,BBMSCB
SMM619 Fixed Income Arbitrage & Trading,SMM619,BBMSCB
SMM035 Finance & Investment B (ST6),SMM035,BBMSCB
MA3697 Group Project,MA3697,EESEMS
SMM250 Corporate Risk Management (MSc CF),SMM250_CF,BBMSCB
SMM460 International Financial Management (MSC IAF),SMM460_IAF,BBMSCB
SMM466 Applied Empirical Accounting,SMM466,BBMSCB
MBM166 Managaing Value Creation EMBA,MBM166 EMBA,BBMBAB
JOM248 Investigative Reporting 1,JOM248,AAJOUR
SMM280 Introduction to C,SMM280,BBMSCB
SMM231 Visual Basics in Finance,SMM231,BBMSCB
SMM859 Pension Finance,SMM859,BBMSCB
SMM468 Financial Statement Analysis & Valuation in Banks,SMM468,BBMSCB
SMM450 International Financial Reporting Standards,SMM450,BBMSCB
SMMxxx MSc Tests,SMMxxx MSc Tests,BBMSCB
CS1511 Intermediate Autocad-2D Drawing Production,CS1511,AACONT
OVM053 Independent Prescribing,OVM053,HAOPTM
SMMxxx Databases BIF/IAF,Databases BIF/IAF,BBMSCB
SMMxxx Databases INV,Databases INV,BBMSCB
MBM408 Mba Block 3: Strategy Skills 2 (A),MBM408 SS2  (A),BBMBAB
JOM845 Online Journalism (Finance),JOM845F,AAJOUR
JOM861 Editorial Production (Financial),JOM861,AAJOUR
JOM862 Journalism Practice (Financial),JOM862,AAJOUR
SMM249 Financial Reporting (MSc IAF),SMM249 IAF,BBMSCB
SMM471 Finance 2: Advanced Corporate Finance (MSc IAF),SMM471 IAF,BBMSCB
SMM147 Financial Statement Analysis (MSc CF),SMM147 CF,BBMSCB
EPM697 Research Skills,EPM697,EESEMS
Cass UG Pre Sessional Maths,%23SPLUSFE86C8,BBUGPR
SMM880 Strategic Analysis,SMM880,BBMSCB
AF1100 Financial Institutions,AF1100,BBUGPR
EPM717 Advanced Analysis & Stability of Structures,EPM717,EESEMS
EPM719 Structural Reliability & Risk,EPM719,EESEMS
ECM003b Quantitative Methods - IBE/BE,ECM003b,SSECON
ME3107 Heat Transfer and Turbo Machinery,ME3107,EESEMS
BS2105 European Studies,BS2105,BBUGPR
CE1503 Introduction to Programming with .Net,CE1503,AACONT
SMM534 Research Methods for Shipping & Energy/STF/ETF,SMM534 STF/ETF,BBMSCB
SMM522 Research Project Management Skills (MSc Fin),SMM522 FIN,BBMSCB
SMM522 Research Project Management Skills/Act Sci,SMM522 ACSCI,BBMSCB
SMM522 Research Project Management Skills /MTF,SMM522  MTF,BBMSCB
MA1201 Mathematics For Economists: Post GCSE 2,MA1201,SSECON
MA1203 Mathematics For Economists: Post A-Level 2,MA1203,SSECON
MA1202 Mathematics For Economists: Post A-Level 1,MA1202,SSECON
MA1200 Mathematics For Economists: Post GCSE 1,MA1200,SSECON
ECM016 Economics of Financial Markets,ECM016,SSECON
BS1003 Financial Mathematics & Business Statistics,BS1003 FMBS,BBUGPR
LG2006 European Union Law,LG2006,LLILAW
CS1001 Chinese Mandarin - Year 1,CS1001,AACONT
IP2028 Religion and Politics in the Age of Global Change,IP2028,SSIPOL
SMM519 Alternative Investments (MSc IM),SMM519,BBMSCB
AE3212 Air Transport Operations,AE3212,EESEMS
OV2021 Ophthalmic Lenses & Dispensing II,OV2021,HAOPTM
OV2004 Clinical Skills II,OV2004,HAOPTM
OV3004 Contact Lenses II,OV3004,HAOPTM
IPM030 The New Politics of Business: From a Physical to an Intangible Economy,IPM030,SSIPOL
SMM515 Equity Analysis,SMM515,BBMSCB
JOM961 Journalism And Society 1,JOM961,AAJOUR
JOM962 Journalism And Society 2,JOM962,AAJOUR
IN2030 Work Based Project,IN2030,IISOIN
MA1603 Programming/Maths,MA1603,EESEMS
IF3102 Banking Regulation,IF3102,BBUGPR
INM343 Databases (FT),INM343 (FT),IISOIN
IN3026 Advanced Games Design Theory and Technology,IN3026,IISOIN
Publishing Studies Induction,PSI,AAJOUR
Radiography Induction,RadiInduction,HARADI
SMM761 Strategy, Diversity & Governance,SMM761,BBMSCB
SMM813 Advanced Charity Accounting, Audit & Taxation,SMM813,BBMSCB
SMM812 Voluntary Sector Financial Management,SMM812,BBMSCB
SMM817 Strategic Charity Marketing,SMM817,BBMSCB
MS1201 The Practise of Management,MS1201,BBUGPR
MS2000 Dissertation,MS2000,BBUGPR
FR1001 Financial Markets Institutions & Instruments,FR1001,BBUGPR
IF2000 Dissertation,IF2000,BBUGPR
FR2209 Portfolio Theory & Investment Valuation,FR2209,BBUGPR
BS2208 New Venture Thinking,BS2208,BBUGPR
FR2000 Dissertation,FR2000,BBUGPR
SMM029 Actuarial Risk Management (CA1) Part II,SMM029,BBMSCB
SMM373 Business Organisation & Corporate Strategy in Insurance & Financial Services,SMM355,BBMSCB
SMM814 Principles & Practices Of Grantmaking,SMM814,BBMSCB
SMM816 Fundraising,SMM816,BBMSCB
OV2207 Clinical Skills,OV2207,HAOPTM
OV1111 Mathematics for the Foundation Degree in Ophthalmic Dispensing,OV1111,HAOPTM
LA1001 Lgp French Lower Intermediate,LA1001,AALANG
SMM939 Quantitative Methods for Business,SMM939,BBMSCB
PSD305 Negotiating Relationships - Advance Skills,PSD305,SSPSYC
IPM013 The Politics of Forced Displacement and Resettlement,IPM013,SSIPOL
SGM229 Theories of Race and Ethnicity,SGM229,SSSOCL
SGM230 Issues in Media and Communications Research,SGM230,SSSOCL
SGM231 Contemporary Criminology,SGM231,SSSOCL
SGM232 Criminal Justice: Policy and Practice,SGM232,SSSOCL
PSM712 Personal and Professional Development,PSM712,SSPSYC
PSD220 Specialist Group Supervision,PSD220,SSPSYC
PSD203 Psychopathology: Clinical Skills and Critical Appraisal,PSD203,SSPSYC
PSD207 Developing Research Skills,PSD207,SSPSYC
SMM152 Real Estate Economics,SMM152,BBMSCB
IPM005 International Organisations in Global Politics,IPM005,SSIPOL
SMM196 Quantitative Techniques (Advanced),SMM196,BBMSCB
SMM068 Financial Economics (Ct8),SMM068,BBMSCB
LA1201 Spanish Lower Intermediate,LA1201,AALANG
LA2102 German (Upper Intermediate) Languages for General Purposes,LA2102,AALANG
LA2017 Arts in London,LA2017,AALANG
LA2018 History in London,LA2018,AALANG
Cass Finance Seminar Series,Cass Faculty Seminars,BBCASS
IF3206 Emerging Markets,IF3206,BBUGPR
BS1204 International Business Environment,BS1204,BBUGPR
LU1001 Legal Method,LU1001,LLILAW
LU1005 Criminal Law,LU1005,LLILAW
LU1004 Contract Law,LU1004,LLILAW
LU1002 English Legal System,LU1002,LLILAW
LU1003 Constitutional and Administrative Law,LU1003,LLILAW
LU2001 Equity & Trusts,LU2001,LLILAW
LU2008 Tort Law,LU2008,LLILAW
LG2002 Constitutional and Administrative Law,LG2002,LLILAW
Cass Charity Courses,Cass CCE,BBCASS
SMM949 Research Methods in Management 1/PhD,SMM949 PhD,BBCASS
CS2521 Advanced Linux Network and system Administration,CS2520,AACONT
MBM020 Human Resource Management (EMBA),MBM020,BBMBAB
LG2007 Land,LG2007,LLILAW
LG2005 Equity and Trust,LG2005,LLILAW
BS2000 Final Year Project: Dissertation/BUS Year 2,BS2000 YR 2,BBUGPR
SGM246 Crime News,SGM246,SSSOCL
SGM223 Communication, Culture and Development,SGM223,SSSOCL
SGM100 Transnational Media & Communication,SGM100,SSSOCL
MBM023 Accounting Information (EMBA),MBM023,BBMBAB
MBM027 Information Management MEMBA,MBM027 MEMBA,BBMBAB
MBM013 Corporate Social Responsibility (EMBA),MBM013 EMBA,BBMBAB
MBM030 Strategy 2 EMBA,MBM030 EMBA,BBMBAB
MBM018 Finance 2 EMBA,MBM018 EMBA,BBMBAB
MBM028 Business Economics (EMBA),MBM028 EMBA,BBMBAB
MBM015 Marketing 2/EMBA,MBM015 EMBA,BBMBAB
MBM029 Marketing 1/EMBA,MBM029 EMBA,BBMBAB
CE1883 Arabic Accelerated,CE1883,AACONT
CE1884 Arabic Accelerated Elementary,CE1884,AACONT
CE1885 French 1 Elementary,CE1885,AACONT
CE2380 Promoting and Programming Live Music,CE2380,AACONT
CE2381 Digital Filmmaking Advanced,CE2381,AACONT
CS2524 Web Programming with PHP/MySQL Part 2,CS2524,AACONT
CS2536 ASP.NET: Web Applications with MVC and Entity Frameworks Using C#,CS2536,AACONT
MBM019 Professional Development MEMBA,MBM019,BBMBAB
CS1788 Introduction to the City and Financial Services,CS1788,AACONT
CS1762 Finance for the Non-Financial Manager,CS1762,AACONT
CE1763 New Product Development,CE1763,AACONT
CS1764 Market Research,CS1764,AACONT
CE1591 Intermediate Digital Imaging with Adobe Photoshop,CE1591,AACONT
CS1509 Object-oriented Programming with Java Part 1,CS1509,AACONT
MBM025 Organisational Behaviour (MEMBA),MBM025,BBMBAB
SG2043 Key Issues in Criminology,SG2043,SSSOCL
IP1004 Contemporary Issues in Global Politics (21st Century),IP1004,SSIPOL
EC1008 Introduction to Microeconomics,EC1008,SSECON
EC1009 Introduction to Macroeconomics,EC1009,SSECON
EC1010 Data Analysis I,EC1010,SSECON
EC1011 Data Analysis II,EC1011,SSECON
EC2009 International Trade,EC2009,SSECON
EC3019 Labour Economics,EC3019,SSECON
EC3023 History of Economic Thought,EC3023,SSECON
EC3011 Introduction to Financial Derivatives,EC3011,SSECON
EC3017 Applied Econometrics,EC3017,SSECON
EC3014 Monetary Economics,EC3014,SSECON
EC3020 Topics in Health Economics,EC3020,SSECON
EC3021 Development Economics,EC3021,SSECON
PS3007 Approaches to Autism,PS3007,SSPSYC
PS3022 Cognitive Development,PS3022,SSPSYC
AS3205 Advanced Contingencies,AS3205,BBUGPR
PS3024 The Psychology of Time,PS3024,SSPSYC
EC3013 Financial Economics,EC3013,SSECON
EE1409 Introduction to Biomedical Engineering,EE1409,EESEMS
LU3103 Media Law,LU3103,LLILAW
LU3080 Maritime Law,LU3080,LLILAW
ECM019 Numerical Methods for Financial Economic Analysis,ECM019,SSECON
SGM222 Approaches to Social Research,SGM222,SSSOCL
MBM026 Quantitative Methods EMBA,MBM026 EMBA,BBMBAB
MBM024 Finance 1 (EMBA),MBM024 EMBA,BBMBAB
MBM022 Strategy 1 (EMBA),MBM022 EMBA,BBMBAB
EC1003 Topics in Applied Micro-economics,EC1003,SSECON
EC1004 Topics in Applied Macroeconomics,EC1004,SSECON
LG2004 Criminal Law,LG2004,LLILAW
LU2003 Land Law,LU2003,LLILAW
LU3070 Competition Law,LU3070,LLILAW
EPM759 Signals & Information Theory,EPM759,EESEMS
EPM775 Multiserve Communication Networks,EPM775,EESEMS
EE1427 Engineering Science,EE1427,EESEMS
EPM776 Cryptography & Coding,EPM776,EESEMS
EPM778 Introduction to Control,EPM778,EESEMS
EPM757 Mathematical Techniques for Systems and Control,EPM757,EESEMS
CVTUT Civil Rota Tutorials 1,CVTUT1,EESEMS
CVTUT Civil Rota Tutorials 2,CVTUT2,EESEMS
LG2003 Contract Law,LG2003,LLILAW
LG2008 Tort Law,LG2008,LLILAW
SL3002 Language Sciences (3),SL3002,HACOMS
SLM010 Professional Studies (b)/Autumn,SLM010,HACOMS
SLM010 Professional Studies (b)/Spring,SLM010S,HACOMS
SLM007 Hearing & Speech Sciences/Spring,SLM007S,HACOMS
SLM007 Hearing & Speech Sciences/Autumn,SLM007,HACOMS
SL1001 Hearing & Speech Sciences (1)/Spring,SL1001S,HACOMS
SLM005 Professional Studies (a)/Spring,SLM005S,HACOMS
BS3200 International Financial Management/Study Abroad,BS3200 Study Abroad,BBUGPR
NMM053 Advanced Clinical Practice,NMM053,HNSONM
SG1006 Contemporary Issues in Media Studies,SG1006,SSSOCL
SG1005 Media History and Politics,SG1005,SSSOCL
PS3001 Psychology Project,PS3001,SSPSYC
OV1109 Human Biology,OV1109,HAOPTM
JO3120 Dissertation,JO3120,AAJOUR
JO1202 British Media,JO1202,AAJOUR
IN3031 Digital Signal Processing,IN3031,IISOIN
ECM020 Financial Regulation,ECM020,SSECON
ECM011 International Money & Finance,ECM011,SSECON
Cass Induction - Full Time MBA,FTMBA Induction,BBMBAB
SGM205 Analysing Data: Qualitative and Quantitative Methods,SGM205,SSSOCL
OV2219 Visual Optics and Low Vision,OV2219,HAOPTM
ECM017 Macroeconomics,ECM017,SSECON
LD3001 Public Law,LD3001,LLILAW
LD3002 Contract Law,LD3002,LLILAW
LD3003 Criminal Law,LD3003,LLILAW
LD3004 Equity & Trusts,LD3004,LLILAW
LD3005 European Union Law,LD3005,LLILAW
LD3006 Land Law,LD3006,LLILAW
LD3007 Tort Law,LD3007,LLILAW
LD3010 Introduction to Legal Ethics,LD3010,LLILAW
ECM012 Financial Econometrics,ECM012,SSECON
ECM013 Financial Derivatives,ECM013,SSECON
ECM015 Topics in Corporate Finance,ECM015,SSECON
INM312 Systems Specification (FT),INM312 (FT),IISOIN
INM313 Inclusive Design,INM313,IISOIN
INM314 Cognition and Technologies,INM314,IISOIN
INM315 Evaluating Interactive Systems,INM315,IISOIN
INM316 Web Applications Development,INM316,IISOIN
INM318 Gi Technologies And Applications,INM318,IISOIN
INM330 Software Systems Design,INM330,IISOIN
INM335 Multimedia Design and Development,INM335,IISOIN
INM337 Clinical Records,INM337,IISOIN
INM339 Telemedicine,INM339,IISOIN
INM341 Information Management Policy,INM341,IISOIN
INM342 Business Engineering With Erp Solutions (FT),INM342 (FT),IISOIN
INM348 Digital Information Technologies And Architectures,INM348,IISOIN
INM350 Programming In Java,INM350,IISOIN
INM351 Information And Knowledge Management,INM351,IISOIN
INM352 E-commerce,INM352,IISOIN
INM353 Practical Business Systems Consultancy (FT),INM353 (FT),IISOIN
INM354 Information Systems Planning And Strategy (FT),INM354 (FT),IISOIN
INM355 Interaction Design (FT),INM355 (FT),IISOIN
INM373 Research Methods and Professional Issues (FT),INM373 (FT),IISOIN
INM357 Information For Decisions In Healthcare,INM357,IISOIN
INM358 Knowledge Management In Healthcare,INM358,IISOIN
INM359 Object Oriented Programming In C++,INM359,IISOIN
INM361 Information Law And Policy,INM361,IISOIN
INM362 Data Analysis With Healthcare Application,INM362,IISOIN
INM311 Requirements Engineering (FT),INM311 (FT),IISOIN
IN2007 Human Computer Interaction,IN2007,IISOIN
IN2008 Information Management,IN2008,IISOIN
IN2009 Language Processors,IN2009,IISOIN
IN2010 Management Of Information Technology,IN2010,IISOIN
IN2011 Networks And Operating Systems,IN2011,IISOIN
IN2012 Neural And Evolutionary Computing,IN2012,IISOIN
IN2013 Object-oriented Analysis And Design,IN2013,IISOIN
IN2015 Professional Development in IT,IN2015,IISOIN
IN2016 Software Measurement,IN2016,IISOIN
IN2018 Team Project,IN2018,IISOIN
IN2026 Games Technology,IN2026,IISOIN
IN2029 Programming In C++,IN2029,IISOIN
IN3001 Advanced Databases,IN3001,IISOIN
IN3002 Cognition and Technologies,IN3002,IISOIN
IN3003 Business Engineering With Erp Solutions,IN3003,IISOIN
IN3005 Computer Graphics,IN3005,IISOIN
IN3007 Individual Project,IN3007,IISOIN
IN3008 Electronic Commerce,IN3008,IISOIN
IN3011 Introduction To Data Mining,IN3011,IISOIN
IN3012 IT Security,IN3012,IISOIN
IN3014 Management Of IT Strategy,IN3014,IISOIN
IN3015 Requirements Engineering,IN3015,IISOIN
IN3016 Software Agents,IN3016,IISOIN
IN3017 Theory Of Computation,IN3017,IISOIN
INM301 Library and Information Science Foundation,INM301,IISOIN
INM303 Information Resources And Organisation,INM303,IISOIN
INM304 Digital Libraries,INM304,IISOIN
INM305 Information Retrieval,INM305,IISOIN
INM307 Information Domains,INM307,IISOIN
INM309 Open Source Systems,INM309,IISOIN
IN2006 Functional Programming,IN2006,IISOIN
MBM129 Leadership EMBA,MBM129 EMBA,BBMBAB
INM370 Advanced Databases Technologies (FT),INM370 (FT),IISOIN
IN1002 Computation And Reasoning,IN1002,IISOIN
IN1004 Mathematics For Computing,IN1004,IISOIN
IN1005 Software Engineering,IN1005,IISOIN
IN1006 Systems Architecture,IN1006,IISOIN
IN1007 Programming In Java,IN1007,IISOIN
IN2001 Artificial Intelligence,IN2001,IISOIN
IN2002 Data Structures And Algorithms,IN2002,IISOIN
IN2005 Formal Methods,IN2005,IISOIN
Recruitment selection day (N&M),RSD,HNSONM
ETM051 Engineering Management 4 [pims),ETM051,EESEMS
JOM990 Dissertation,JOM990,AAJOUR
JOM952 The World of Business,JOM952,AAJOUR
PSM403 Research Design And Statistics,PSM403,SSPSYC
SMM811 Dissertation,SMM811,BBMSCB
SMM810 Strategic Charity Marketing,SMM810,BBMSCB
SMM815 Management Of Grantmaking,SMM815,BBMSCB
SMM806 Advanced Charity Accounting, Audit And Taxation,SMM806,BBMSCB
SMM805 Voluntary Sector Financial Management,SMM805,BBMSCB
SMM804 Research Methods For Managers,SMM804,BBMSCB
SMM820 Voluntary Sector Policy,SMM820,BBMSCB
SMM802 Resource Management In The Voluntary Sector,SMM802,BBMSCB
SMM801 Marketing And Fundraising,SMM801,BBMSCB
SMM753 Organisations, Leadership And Change,SMM753,BBMSCB
SMM752 Managing People & Quality,SMM752,BBMSCB
SMM751 Learning,SMM751,BBMSCB
SMM679 Quantitative Techniques in Investment,SMM679,BBMSCB
SMM175 Landlord & Tenant Law,SMM175,BBMSCB
SMM615 Derivatives 2,SMM615,BBMSCB
SMM610 Structured Equity & Energy Derivatives,SMM610,BBMSCB
SMM609 Risk Analysis & Modelling,SMM609,BBMSCB
SMM608 Numerical Methods,SMM608,BBMSCB
SMM607 Quantitative Asset Pricing,SMM607,BBMSCB
SMM604 Mathematical Finance,SMM604,BBMSCB
SMM603 Derivatives 1,SMM603,BBMSCB
SMM601 Advanced Financial Econometrics,SMM601,BBMSCB
SMM719 Emissions Trading/Joint SEMS/Engineering,SMM719,BBMSCB
SMM582 Empirical Finance,SMM582,BBMSCB
SMM596 Financial Derivatives,SMM596,BBMSCB
SMM718 Trade Finance,SMM718,BBMSCB
SMM716 Shipping Risk Management,SMM716,BBMSCB
SMM715 Shipping Law,SMM715,BBMSCB
SMM597 Shipping Innovation,SMM597,BBMSCB
SMM720 Marine Insurance,SMM720,BBMSCB
SMM593 E-commerce & IT For Shipping Logistics & Trade,SMM593,BBMSCB
SMM589 Dry Cargo Chartering,SMM589,BBMSCB
SMM591 Commodity Derivatives & Trading,SMM591,BBMSCB
SMM566 Oil & Energy Trading Economics & Finance,SMM566,BBMSCB
SMM564 Shipping Investment & Finance,SMM564,BBMSCB
SMM563 International Commodity Trade,SMM563,BBMSCB
SMM562 International Business & Financial Markets,SMM562,BBMSCB
SMM586 Corporate Finance,SMM561,BBMSCB
SMM560 Advanced Quantitative Methods,SMM560,BBMSCB
SMM559 Supply Chain Economics,SMM559,BBMSCB
SMM558 Shipping Economics,SMM558,BBMSCB
SMM556 Quantitative Methods,SMM556,BBMSCB
SMM555 Managerial Accounting,SMM555,BBMSCB
SMM554 International Economics,SMM554,BBMSCB
SMM516 Fixed Income Analysis,SMM516,BBMSCB
SMM528 Private Equity Investment,SMM528,BBMSCB
SMM529 Technical Analysis & Trading Systems,SMM529,BBMSCB
SMM511 Financial Risk Management,SMM511,BBMSCB
SMM510 Portfolio Management (MSc INV),SMM510,BBMSCB
SMM525 Advanced Company Valuation,SMM525,BBMSCB
SMM503 Structured Products,SMM503,BBMSCB
SMM501 Portfolio Theory,SMM501,BBMSCB
SMM463 Communicating With The Capital Markets,SMM463,BBMSCB
SMM461 Accounting Information & Capital Markets: A Global Perspective,SMM461,BBMSCB
SMM465 Corporate Governance,SMM465,BBMSCB
SMM456 Research Project Management,SMM456,BBMSCB
SMM452 Strategic Cost Management,SMM452,BBMSCB
SMM428 Managing Strategic Change,SMM428,BBMSCB
SMM426 International Human Rescource Management,SMM426,BBMSCB
SMM421 Customer Service And Relationship Management  (mim Elective 5),SMM421,BBMSCB
SMM416 Masters In Management Project,SMM416,BBMSCB
SMM483 Practices of Management,SMM483,BBMSCB
SMM414 Change Management,SMM414,BBMSCB
SMM894 Principles of Organisational Behaviour,SMM894,BBMSCB
SMM403 Corporate Governance,SMM403,BBMSCB
SMM472 Accounting,SMM472,BBMSCB
SMM401 History Of Management,SMM401,BBMSCB
SMM381 Financial Risk Management,SMM381,BBMSCB
SMM380 Operational Risk Management,SMM380,BBMSCB
SMM372 General Insurance,SMM372,BBMSCB
SMM371 Treasury Risk Management,SMM371,BBMSCB
SMM370 Reinsurance,SMM370,BBMSCB
SMM369 Property Insurance,SMM369,BBMSCB
SMM368 Life Insurance And Pensions,SMM368,BBMSCB
SMM385 Liability Insurance,SMM385,BBMSCB
SMM366 Investment Banking,SMM366,BBMSCB
SMM365 Asset Liabilty Risk Management,SMM365,BBMSCB
SMM383 Claims Management,SMM383,BBMSCB
SMM382 Alternative Risk Transfer & Risk Securitisation,SMM382,BBMSCB
SMM360 Marketing Of Financial Services,SMM360,BBMSCB
SMM359 Risk Analysis & Modelling,SMM359,BBMSCB
SMM357 Accounting Finance & Financial Management in Insurance,SMM357,BBMSCB
SMM354 Principles Of Finance & Financial Analysis,SMM354,BBMSCB
SMM353 Insurance Law & Regulation,SMM353,BBMSCB
SMM352 Theory Of Risk & Insurance Markets,SMM352,BBMSCB
SMM351 Marine, Aviation And Transport Insurance,SMM351,BBMSCB
SMM323 Microeconomics Of Financial Markets,SMM323,BBMSCB
SMM269 Fixed Income Securities,SMM269,BBMSCB
SMM316 Dissertation:  Financial Mathematics,SMM316,BBMSCB
SMM310 Optimization Techniques,SMM310,BBMSCB
SMM315 Energy & Weather Derivatives,SMM315,BBMSCB
SMM314 Exotic Options,SMM314,BBMSCB
SMM306 Advanced Stochastic Modelling Methods In Finance,SMM306,BBMSCB
SMM305 Finance And Investment,SMM305,BBMSCB
SMM304 Differential Equations In Finance,SMM304,BBMSCB
SMM302 Stochastic Calculus/FM,SMM302,BBMSCB
SMM301 Mathematical Models For Financial Derivatives/FM,SMM301,BBMSCB
SMM272 Risk Analysis,SMM272,BBMSCB
SMM268 Financial Modelling: Mathematical,SMM268,BBMSCB
SMM276 Matlab,SMM276,BBMSCB
SMM312 Numerical Methods 1: Foundations,SMM312,BBMSCB
SMM265 Asset Pricing,SMM265,BBMSCB
SMM264 Advanced International Finance,SMM264,BBMSCB
SMM263 Dissertation - Fee,SMM263,BBMSCB
SMM262 Advanced Financial Theory,SMM262,BBMSCB
SMM261 Financial Econometrics,SMM261,BBMSCB
SMM260 Microeconomics Of Financial Markets,SMM260,BBMSCB
SMM259 Behavioural Finance And Market Psychology,SMM259,BBMSCB
SMM255 Advanced Econometric Analysis Of Financial Markets,SMM255,BBMSCB
SMM251 Macroeconomics For Financial Markets,SMM251,BBMSCB
SMM223 Visual Basic For Applications,SMM223,BBMSCB
SMM222 Project - Finance,SMM222,BBMSCB
SMM230 Security Analysis,SMM230,BBMSCB
SMM220 Raising Equity Capital,SMM220,BBMSCB
SMM232 Project Finance,SMM232,BBMSCB
SMM229 Forecasting Financial Markets,SMM229,BBMSCB
SMM228 Fixed Income Securities & Derivatives,SMM228,BBMSCB
SMM212 Entrepreneurial Finance,SMM212,BBMSCB
SMM211 Empirical Finance,SMM211,BBMSCB
SMM226 Credit Risk Management,SMM226,BBMSCB
SMM225 Corporate Restructuring,SMM225,BBMSCB
SMM208 Advanced Financial Analysis,SMM208,BBMSCB
SMM207 Research Project Management,SMM207,BBMSCB
SMM248 Statistics in Finance (MSc CF),SMM248 CF,BBMSCB
SMM201 Asset Management (MSc Fin),SMM201,BBMSCB
SMM467 Corporate Finance & Valuation (MSc Fin),SMM467 FIN,BBMSCB
SMM249 Financial Reporting (MSc Fin),SMM249 FIN,BBMSCB
SMM178 Residential Investment,SMM178,BBMSCB
SMM174 Real Estate Economics,SMM174,BBMSCB
SMM171 European Real Estate Appraisal,SMM171,BBMSCB
SMM170 European Real Estate Markets,SMM170,BBMSCB
SMM197 Real Estate Investment & Financial Analysis,SMM197,BBMSCB
SMM166 Professionalism,SMM166,BBMSCB
SMM165 Real Estate Securitisation & Structuring Of Vehicles,SMM165,BBMSCB
SMM164 Corporate Strategy,SMM164,BBMSCB
SMM192 Real Estate Finance,SMM192,BBMSCB
SMM160 Financial Regulation,SMM160,BBMSCB
SMM158 Investment Markets,SMM158,BBMSCB
SMM194 Portfolio Risk Management,SMM194,BBMSCB
SMM156 Forecasting Real Estate Investment Markets,SMM156,BBMSCB
SMM153 Portfolio Management And Finance,SMM153,BBMSCB
SMM191 Real Estate Asset Management,SMM151,BBMSCB
SMM149 Fixed Income, Currencies & Derivatives,SMM149,BBMSCB
SMM115 Financial Statements Analysis/BIF,SMM115,BBMSCB
SMM114 Project - Bif,SMM114,BBMSCB
SMM113 International Finance (BIF),SMM113,BBMSCB
