SMM112 Finance In Emerging Markets,SMM112,BBMSCB
SMM127 Global Fixed income & Foreign Exchange,SMM111,BBMSCB
SMM125 Corporate Finance,SMM110,BBMSCB
SMM122 Finance & Investments,SMM109,BBMSCB
SMM108 Commercial & Investment Banking//BIF,SMM108 BIF,BBMSCB
SMM107 Lessons From Monetary And Financial History,SMM107,BBMSCB
SMM106 Settlement And Clearing Of Financial Trades,SMM106,BBMSCB
SMM105 Advanced Topics In Banking,SMM105,BBMSCB
SMM104 Risk Management,SMM104,BBMSCB
SMM103 Mergers, Acquisitions And Divestments,SMM103,BBMSCB
SMM150 Quantitative Methods for Finance,SMM150,BBMSCB
SMM101 Marketing And Strategy In Financial Services,SMM101,BBMSCB
SMM071 Business Economics (CT7),SMM071,BBMSCB
SMM066 Statistical Methods (Ct6),SMM066,BBMSCB
SMM065 Contingencies (Ct5),SMM065,BBMSCB
SMM064 Modelling (Ct4),SMM064,BBMSCB
SMM063 Probability & Mathematical Statistics (Ct3),SMM063,BBMSCB
SMM062 Finance & Financial Reporting (Ct2),SMM062,BBMSCB
SMM061 Financial Mathematics (Ct1),SMM061,BBMSCB
SMM060 Msc Dissertation,SMM060,BBMSCB
SMM059 Financial Economics  (subject 109),SMM059,BBMSCB
SMM058 Finance And Financial Reporting  (subject 108),SMM058,BBMSCB
SMM057 Economics (subject 107),SMM057,BBMSCB
SMM056 Actuarial Mathematics Ii  (subject 106),SMM056,BBMSCB
SMM055 Actuarial Mathematics I (subject 105),SMM055,BBMSCB
SMM054 Survival Models  (subject 104),SMM054,BBMSCB
SMM053 Stochastic Modelling  (subject 103),SMM053,BBMSCB
SMM052 Financial Mathematics (subject 102),SMM052,BBMSCB
SMM051 Statistical Modelling (subject 101),SMM051,BBMSCB
SMM025 Stochastic Claims Reserving In General Insurance,SMM025,BBMSCB
Z/SMM021 Health Insurance B,SMM021,BBMSCB
SMM024 Stochastic Asset Models,SMM024,BBMSCB
SMM030 Health & Care (ST1),SMM030,BBMSCB
SMM034 Finance & Investment A (ST5),SMM034,BBMSCB
SMM033 Pensions & Other Benefits (ST4),SMM033,BBMSCB
SMM036 General Insurance -Reserving & Capital Modelling (ST7),SMM036,BBMSCB
SMM031 Life Insurance (ST2),SMM031,BBMSCB
SMM028 Actuarial Risk Management (CA1) Part I,SMM028,BBMSCB
SMM356 Risk Management,SMM356,BBMSCB
SLM009 Language, Cognition & Communication Disabilities,SLM009,HACOMS
SLM008 Language Sciences,SLM008,HACOMS
SLM006 Research & Evidence-based Practice (1),SLM006,HACOMS
SLM005 Professional Studies (a) Autumn,SLM005,HACOMS
SLM004 Speech, Communication & Swallowing Disabilities,SLM004,HACOMS
SLM003 Developmental Studies,SLM003,HACOMS
SLM002 Bio-medical Sciences,SLM002,HACOMS
SLM001 Speech & Language Sciences,SLM001,HACOMS
SL3008 Professional Studies (4),SL3008,HACOMS
SL3007 Research & Evidence-based Practice (2),SL3007,HACOMS
SL3006 Normal And Disordered Word Processing,SL3006,HACOMS
SL3004 Professional Studies (3),SL3004,HACOMS
SL3003 Language, Cognition & Communication Disabilities,SL3003,HACOMS
SL3001 Research & Evidence-based Practice (1),SL3001,HACOMS
SL2006 Professional Studies (2),SL2006,HACOMS
SL2005 Speech, Communication & Swallowing Disabilities,SL2005,HACOMS
SL2004 Language Sciences (2),SL2004,HACOMS
SL2003 Developmental Psychology,SL2003,HACOMS
SL2002 Bio-medical Sciences (2),SL2002,HACOMS
SL2001 Hearing & Speech Sciences (2),SL2001,HACOMS
SL1006 Professional Studies (1)/Autumn,SL1006,HACOMS
SL1005 Language Sciences (1)/Autumn,SL1005,HACOMS
SL1004 Social Context/Autumn,SL1004,HACOMS
SL1003 Life Span Studies/Autumn,SL1003,HACOMS
SL1002 Bio-medical Sciences (1)/Autumn,SL1002,HACOMS
SL1001 Hearing & Speech Sciences (1)/Autumn,SL1001,HACOMS
SGM211 Statistical Modelling,SGM211,SSSOCL
SGM248 Collecting Data: Qualitative and Quantitative Methods,SGM248,SSSOCL
SGM206 Rationale and Philosophical Foundation of Social Research,SGM206,SSSOCL
SGM202 Analysing Media Discourses,SGM202,SSSOCL
SGM106 Criminal Minds,SGM106,SSSOCL
SGM009 Democratisation, Information And Communication,SGM009,SSSOCL
SGM004 Political Communication: Theories,SGM004,SSSOCL
SGM003 Media and Communication Theories,SGM003,SSSOCL
SGM002 Developments In Communication Policy,SGM002,SSSOCL
SG3007 Sociology Project,SG3007,SSSOCL
RDM031 Obstetric Ultrasound,RDM031,HARADI
RDM030 Gynaecology Ultrasound,RDM030,HARADI
RDM019 Clinical Applications Of Computed Tomography,RDM019,HARADI
RDM017 Clinical Applications Of Medical Magnetic Resonance,RDM017,HARADI
RCM124 Physics And Instrumentation Of Medical Magnetic Resonance,RCM124,HARADI
RCM123 Science And Instrumentation Of Computed Tomography,RCM123,HARADI
RCM021 Developing Advanced Practice,RCM021,HARADI
RDM004 Fundamental Principles Of Ultrasound,RDM004,HARADI
RDM032 Abdominal Ultrasound,RDM032,HARADI
RCM120 Work-based Learning In Practice 1,RCM120,HARADI
RCM012 Dissertation,RCM012,HARADI
ZZ//RCM011 Research Methods,RCM011,HARADI
PSM708 Research, Design and Analysis 2 - Inter Subject Approaches,PSM708,SSPSYC
PSM707 Research, Design and Analysis 1 - Intra Subject Approaches,PSM707,SSPSYC
PSM706 Context, Diversity, and Standards in Professional Practice,PSM706,SSPSYC
PSM715 Psychodynamic Approaches To Counselling Psychology,PSM715,SSPSYC
PSM713 Cognitive and Behavioural Approaches to Counselling Psychology,PSM713,SSPSYC
PSM714 Person-Centred Approaches To Counselling Psychology,PSM714,SSPSYC
PSM507 Careers Coaching and Research In Organisations,PSM507,SSPSYC
PSM506 Selection And Assessment,PSM506,SSPSYC
PSM505 Professional Skills,PSM505,SSPSYC
PSM504 Individual and Organisational Development and Change,PSM504,SSPSYC
PSM503 Appraisal & Employee Relations,PSM503,SSPSYC
PSM502 Design Of Work Environments And Human Computer Interaction,PSM502,SSPSYC
PSM501 Workplace Wellbeing,PSM501,SSPSYC
PSM408 Research in Action,PSM408,SSPSYC
PSM407 Behavioural Medicine,PSM407,SSPSYC
PSM406 Communication In A Health Care Context,PSM406,SSPSYC
PSM405 Lifespan, Gender And Culture,PSM405,SSPSYC
PSM404 Health Promotion,PSM404,SSPSYC
PSM402 Professional And Contextual Issues In Health Psychology,PSM402,SSPSYC
PSM401 Theoretical Foundations Of Health Psychology,PSM401,SSPSYC
PS3504 Theoretical Models In Counselling Psychology,PS3504,SSPSYC
PS3503 Counselling Across The Lifespan,PS3503,SSPSYC
PS3502 Counselling Skills,PS3502,SSPSYC
PS3501 Understanding Mental Health,PS3501,SSPSYC
PS3013 Organisational Psychology,PS3013,SSPSYC
PS3012 Health Psychology,PS3012,SSPSYC
PS3018 Abnormal and Clinical Psychology,PS3018,SSPSYC
PS3003 Judgment And Decision Making,PS3003,SSPSYC
PS2007 Personality and Differential Psychology,PS2007,SSPSYC
PS2006 Social Psychology,PS2006,SSPSYC
PS2005 Developmental Psychology,PS2005,SSPSYC
PS2004 Biological Psychology,PS2004,SSPSYC
PS2003 Cognitive Psychology 2,PS2003,SSPSYC
PS2002 Cognitive Psychology 1,PS2002,SSPSYC
PS2001 Research Methods In Psychology,PS2001,SSPSYC
PS1006 Life-span Psychology,PS1006,SSPSYC
PS1005 Biological Approaches To Mind And Behaviour,PS1005,SSPSYC
PS1004 History And Theory Of Psychology,PS1004,SSPSYC
PS1003 Cognitive Approaches To Mind And Behaviour,PS1003,SSPSYC
PS1002 Professional and Academic Development for Psychologists,PS1002,SSPSYC
PS1007 Research Design And Analysis (Quantitative Methods),PS1007,SSPSYC
OVM051 Principles Of Prescribing,OVM051,HAOPTM
PSM525 Cognitive Development,PSM525,SSPSYC
JOM845 Online Journalism (TV),JOM845 TV,AAJOUR
EX1002 Engineering Mathematics 1 (EME),EX1002,EESEMS
MBM550 Corporate Restructuring (EMBA),MBM550 emba,BBMBAB
SMM821 Social Enterprise,SMM821,BBMSCB
APM004 Assessing & understanding mental health problems,APM004,HNSONM
CS2606 JavaScript: An Introduction to JavaScript Programming and DOM Scripting,CS2606,AACONT
OVM054 Ophthalmic examination,OVM054,HAOPTM
CS2605 Game Development Using Unity 3D - An Introduction,CS2605,AACONT
OVM022 Refractive Surgery,OVM022,HAOPTM
OVM005 Diabetic Eye Disease,OVM005,HAOPTM
CS1895 Spanish Language, Culture and Traditions,CS1895,AACONT
CS1338 Animation,CS1338,AACONT
CS3212 Ideas, Stories, Plots: How to Construct the Framework of Your Novel,CS3212,AACONT
OVM006 Glaucoma Shared Care Screening,OVM006,HAOPTM
CS1212 Travel Writing,CS1212,AACONT
CS1804 French 2,CS1804,AACONT
CSR meetings,CSR,IISOIN
MBM407 Mba Block 2: Business Economics (B),MBM407 bus econ (B),BBMBAB
OV2208 Visual And Neural Biology,OV2208,HAOPTM
OV2006 Contact Lenses I,OV2006,HAOPTM
OV2020 Visual Science,OV2020,HAOPTM
OV2018 Binocular Vision,OV2018,HAOPTM
OV1011 Human Biology,OV1011,HAOPTM
OV1004 Ophthalmic Lenses And Dispensing I,OV1004,HAOPTM
OV1013 Visual Optics & Mathematics,OV1013,HAOPTM
OV1012 Clinical Skills I,OV1012,HAOPTM
OV1001 Optics,OV1001,HAOPTM
MUM110 Performance Strategies,MUM110,AAMUSC
MUM104 Live Projects,MUM104,AAMUSC
MU3109 Music Business,MU3109,AAMUSC
MU3113 Music Traditions Of The Middle East,MU3113,AAMUSC
MU3111 Music Therapy,MU3010,AAMUSC
MU3103 Instrumental and Vocal Composition 3,MU3103,AAMUSC
MU3102 African-American Music Studies: Gospel And Blues,MU3001,AAMUSC
MU2109 Music Business,MU2028,AAMUSC
MU2113 Music Traditions Of The Middle East,MU2113,AAMUSC
MU2111 Music Therapy,MU2111,AAMUSC
MU2107 Indonesian Music Studies,MU2107,AAMUSC
MU2103 Instrumental and Vocal Composition 2,MU2103,AAMUSC
MU2102 African-American Music Studies: Gospel And Blues,MU2002,AAMUSC
MU1060 Music, Sound and Technology,MU1060,AAMUSC
MU1053 Investigating Western Music 1,MU1053,AAMUSC
MU1051 Music In Oral Cultures,MU1021,AAMUSC
MS3102 Virtual Organisations,MS3102,BBUGPR
MS3002 Final Year Project - Ms3,MS3002,BBUGPR
MEM103 Advanced Mechatronics,MEM103,EESEMS
MEM102 Combustion Fundamentals And Applications,MEM102,EESEMS
ME3113 Computational Analysis of Engineering Structures,ME3113,EESEMS
ME3152 Vehicle Dynamics,ME3152,EESEMS
ME3151 Internal Combustion Engines & Vehicle Powertrain,ME3151,EESEMS
ME3114 Renewable Energy,ME3114,EESEMS
ME3112 Energy Utilisation And Management,ME3112,EESEMS
ME1105 Engineering Drawing And Design,ME1105,EESEMS
MBM526 Managing Strategic Change FTMBA,MBM526 FTMBA,BBMBAB
MBM522 Branding & Advertising FTMBA,MBM522,BBMBAB
MBM518 International Financial Management FTMBA,MBM518,BBMBAB
MBM517 Frontiers Of Strategy FTMBA,MBM517,BBMBAB
MBM512 Derivatives,MBM512,BBMBAB
MBM511 Consultancy FTMBA,MBM511,BBMBAB
MBM506 Mergers & Acquisitions FTMBA,MBM506 FTMBA,BBMBAB
MBM501 Accounting & Financial Analysis,MBM501,BBMBAB
MBM127 Behavioural Finance EMBA,MBM127 EMBA,BBMBAB
MBM121 Investment & Derivatives EMBA/FI,MBM121 EMBA/FI,BBMBAB
MBM526 Managing Strategic Change/EMBA,MBM526 EMBA,BBMBAB
MBM112 Managerial Decision Making EMBA,MBM112 EMBA,BBMBAB
MBM109 Innovation & New Product Development - FTMBA,MBM109 FTMBA,BBMBAB
MBM107 Applied Corporate Finance 2 EMBA,MBM107,BBMBAB
MBM104 Applied Corporate Finance 1 (EMBA),MBM104 EMBA,BBMBAB
MBMxxx Finance Management (EMBA),MBMxxx FM emba,BBMBAB
MBM549 Women in Business the Competitive Edge (EMBA),MBM549 EMBA,BBMBAB
MA3614 Mathematical Processes For Finance,MA3614,EESEMS
MA3613 Quantum Mechanics,MA3613,EESEMS
MA3611 Mathematical Models And Modelling,MA3611,EESEMS
MA3609 Fluid Dynamics,MA3609,EESEMS
MA3616 Mathematical Biology,MA3616,EESEMS
MA3607 Differential Equations For Finance,MA3607,EESEMS
MA3604 Discrete Maths,MA3604,EESEMS
MA2620 Probability And Statistics 2,MA2620,EESEMS
MA2608 Numerical Mathematics,MA2608,EESEMS
MA2607 Applied Mathematics,MA2607,EESEMS
MA2606 Real Analysis,MA2606,EESEMS
MA2605 Dynamical Systems,MA2605,EESEMS
MA1620 Introduction To Finance,MA1620,EESEMS
MA1610 Mathematical Communication,MA1610,EESEMS
MA1605 Algebra,MA1605,EESEMS
MA1617 Computational Mathematics,MA1617,EESEMS
AS0001 Foundation Year In Mathematics,AS0001,BBUGPR
LU3076 Intellectual Property Law,LU3076,LLILAW
LU3085 Human Rights Law,LU3085,LLILAW
LU3083 Company Law,LU3083,LLILAW
LG2001 Legal Skills,LG2001,LLILAW
LA4108 French For Media (advanced),LA4108,AALANG
LA3308 Spanish For Media (advanced),LA3308,AALANG
LA3208 German For Media (advanced),LA3208,AALANG
BS2111 European Business Culture,BS2111,AALANG
LA3203 Lgp Spanish Advanced,LA3203,AALANG
LA3108 French For Media (upper Intermediate),LA3108,AALANG
LA3103 Lgp German Advanced,LA3103,AALANG
LA3003 Lgp French Advanced,LA3003,AALANG
LA2308 Spanish For Media (intermediate),LA2308,AALANG
LA2208 German For Media (intermediate),LA2208,AALANG
LA2202 Lgp Spanish Upper Intermediate,LA2202,AALANG
LA2108 French For Media (lower Intermediate),LA2108,AALANG
LA2002 Lgp French Upper Intermediate,LA2002,AALANG
LA1308 Spanish For Media (beginners),LA1308,AALANG
LA1208 German For Media (beginners),LA1208,AALANG
LA1108 French For Media (beginners),LA1108,AALANG
LA1101 Lgp German Lower Intermediate,LA1101,AALANG
JOM803 The Magazine Business,JOM803,AAJOUR
JOM610 Dissertation,JOM610,AAJOUR
JOM620 Placement Report and Personal Portfolio,JOM620,AAJOUR
JOM614 International Publishing case Studies,JOM614,AAJOUR
JOM621 Sales in Publishing,JOM621,AAJOUR
JOM606 Project Acquisition and List Management,JOM606,AAJOUR
JOM612 Marketing in Publishing,JOM612,AAJOUR
JOM613 Digitisation and Publishing,JOM613,AAJOUR
JOM603 Publishing Law,JOM603,AAJOUR
JOM602 Publishing as a Business,JOM602,AAJOUR
JOM623 Publishing Culture and Process,JOM623,AAJOUR
Financial Induction,Fin Ind,AAJOUR
JOM882 Journalism Practice 1 (Radio),JOM882,AAJOUR
JOM880 Journalism Practice 1 (Print),JOM880,AAJOUR
JOM923 International News,JOM923,AAJOUR
JOM401 Global Journalism,JOM401,AAJOUR
JOM847 Public Administartion,JOM847,AAJOUR
JOM846 Media Law,JOM846,AAJOUR
JOM934 TV and Radio Technique,JOM934,AAJOUR
JOM938 Editorial Production (TV),JOM938,AAJOUR
JO3114 Advanced Practical Journalism - Broadcast,JO3114,AAJOUR
JO3112 International News,JO3112,AAJOUR
JO3110 Print Project,JO3110,AAJOUR
JO3109 Advanced Practical Journalism - print,JO3109,AAJOUR
JO3101 Media Law And Ethics,JO3101,AAJOUR
JO2108 Shorthand,JO2108,AAJOUR
JO2202 Power Without Responsibility,JO2202,AAJOUR
JO2106 Multimedia Production,JO2106,AAJOUR
JO2200 Journalism Skills,JO2200,AAJOUR
JO1122 History Of Journalism,JO1122,AAJOUR
JO1105 Introduction To Journalism,JO1105,AAJOUR
SOI Year 1 tutorials,SOI tut,IISOIN
IF3200 Fixed Income & Credit Risk,IF3200,BBUGPR
IF3104 Bank Strategy & Management,IF3104,BBUGPR
IF3101 International Finance,IF3101,BBUGPR
IF3000 Final Year Project (bif3),IF3000,BBUGPR
IF2204 Personal Finance,IF2204,BBUGPR
IF2201 Monetary Economics,IF2201,BBUGPR
IF2200 Economics Of The Forex,IF2200,BBUGPR
IF1002 Introduction to Banking & Financial Intermediation,IF1002,BBUGPR
BS1106 Introduction To Business Law,BS1106,BBUGPR
IF1001 Foundations Of Economics For Finance,IF1001,BBUGPR
HMM008 Leading & Managing Change,HMM008,HAHM
HMM006 Quality Management & Action Evaluation Of Health Programmes & Change,HMM006,HAHM
HMM005 Dissertation,HMM005,HAHM
HMM022 Leadership in Health Management,HMM022,HAHM
HMM002 Strategic Management and Planning,HMM002,HAHM
HCM019 Language, Learning And Development,HCM019,HACOMS
HCM016 Speech Acoustics And Speech Perception,HCM016,HACOMS
HCM010 Identity, Inclusion And Living With Disability,HCM010,HACOMS
HCM009 Habilitative Audiology,HCM009,HACOMS
HCM007 Dysphagia And Disorders Of Eating And Drinking,HCM007,HACOMS
HCM005 Developmental Language Impairment,HCM005,HACOMS
HCM003 Cognitive Communication Impairments,HCM003,HACOMS
Z/HCM002 Clinical Management,HCM002,HACOMS
HCM001 Acquired Language Impairment,HCM001,HACOMS
FR3208 Arts & Antiques Markets,FR3208,BBUGPR
FR3207 Financial Services Regulation,FR3207,BBUGPR
FR3205 Insurance Markets &Strategy,FR3205,BBUGPR
FR3202 Real Estate Finance & Funding,FR3202,BBUGPR
FR3201 Equity Investment Management,FR3201,BBUGPR
FR3200 Financial Engineering,FR3200,BBUGPR
FR3110 Technical Analysis,FR3110,BBUGPR
FR3105 Valuation & Compensation,FR3105,BBUGPR
FR3104 Valuation & Taxation,FR3104,BBUGPR
FR3103 Property Appraisal,FR3103,BBUGPR
FR3102 Asset-liability Management,FR3102,BBUGPR
FR2211 Derivatives Trading & Hedging,FR2211,BBUGPR
FR3100 Fixed Income Portfolio Management,FR3100,BBUGPR
FR2208 Risk Analysis & Modelling,FR2208,BBUGPR
FR2206 Life Insurance & Pensions,FR2206,BBUGPR
FR2205 Real Estate Planning & Development,FR2205,BBUGPR
FR2203 Company Valuation,FR2203,BBUGPR
FR2202 Financial Econometrics,FR2202,BBUGPR
FR2200 Mathematical Finance,FR2200,BBUGPR
FR2105 Corporate Risk Management,FR2105,BBUGPR
FR2100 Security Analysis,FR2100,BBUGPR
FPM005 Dissertation: Food Policy,FPM005,HACFP
FPM004 Food, Public Health And The Environment,FPM004,HACFP
FPM003 Food, Culture And Society,FPM003,HACFP
FPM002 Political Economy Of Food,FPM002,HACFP
FPM001 Food And Public Policy,FPM001,HACFP
EX2003 Engineering Mathematics 2 (eeie),EX2003,EESEMS
ETM066 MEng Design Studies F - Egpr,ETM066,EESEMS
ETM063 MEng Design Studies (Mechanical),ETM063,EESEMS
ET3051 Engineering Management 3,ET3051,EESEMS
ET2052 Engineering Management 2,ET2052,EESEMS
EPM969 Developing A Business Plan,EPM969,EESEMS
EPM906 Airline Maintenance,EPM906,EESEMS
EPM976 List C - Review Of Quality, Safety And Aviation Business Functions,EPM976,EESEMS
EPM968 Airports & Ground Handling,EPM968,EESEMS
EPM966 Psychology In Aviation Management,EPM966,EESEMS
EPM836 Active Safety Management,EPM836,EESEMS
EPM833 Safety Management Tools & Methods,EPM833,EESEMS
EPM831 Airline Business,EPM831,EESEMS
EPM829 Airline Fleet Planning,EPM829,EESEMS
EPM828 Crisis Management,EPM828,EESEMS
EPM825 Quality Management In Airline Ops,EPM825,EESEMS
EPM824 Financial Accounting,EPM824,EESEMS
EPM823 Air Transport Economics,EPM823,EESEMS
EPM822 List B - Human Resource Mangement,EPM822,EESEMS
EPM821 Airline Marketing,EPM821,EESEMS
EPM820 Airline Operations,EPM820,EESEMS
EPM794 Offshore Engineering & Operations,EPM794,EESEMS
EPM793 Ship & Marine Equipment Design,EPM793,EESEMS
EPM792 Security Studies, Accident Investigation & Crisis Management,EPM792,EESEMS
EPM791 Marketing Of Maritime Services,EPM791,EESEMS
EPM790 Environmental Issues,EPM790,EESEMS
EPM788 Strategic Planning For Ports & Shipping Business,EPM788,EESEMS
EPM785 Maritime Economics And Finance,EPM785,EESEMS
EPM784 Maritime Law,EPM784,EESEMS
EPM783 Maritime Technology,EPM783,EESEMS
EPM782 Maritime Operation & Management,EPM782,EESEMS
EPM401 Professional Studies,EPM401,EESEMS
EPM770 Renewable Energy: Engineering Principles Of Solar, Wind & Biomass Energy Supplies,EPM770,EESEMS
EPM769 Performance Of Internal Combustion Engines,EPM769,EESEMS
EPM767 Mathematical Modelling In Computer Aided Design Of Screw Compressors,EPM767,EESEMS
EPM766 Internal Combustion Engines,EPM766,EESEMS
EPM764 Engineering Applications Of Computational Fluid Dynamics,EPM764,EESEMS
EPM771 Computer Aided Design Using Catia,EPM771,EESEMS
EPM756 Wireless Communications,EPM756,EESEMS
EPM755 Optical Communications,EPM755,EESEMS
EPM753 Digital Communications,EPM753,EESEMS
EPM751 Optimisation & Optimal Control,EPM751,EESEMS
EPM750 Linear & Non-linear Systems,EPM750,EESEMS
EPM749 Control Systems Design,EPM749,EESEMS
EPM746 Digital Signal Processing,EPM746,EESEMS
EPM744 Systems Modelling,EPM744,EESEMS
EPM733 Risk Management,EPM733,EESEMS
EPM730 Renewable Energy And Sustainability,EPM730,EESEMS
EPM729 Emissions Trading,EPM729,EESEMS
EPM727 Energy In Industry And The Built Environment,EPM727,EESEMS
EPM725 Energy, Consumer Goods And The Home,EPM725,EESEMS
EPM724 Corporate Energy Management,EPM724,EESEMS
EPM723 The Energy Market From The Purchaser's Perspective,EPM723,EESEMS
EPM722 Energy Policies & Economic Dimensions,EPM722,EESEMS
EPM721 Introduction To Energy And Environmental Issues,EPM721,EESEMS
EPM715 Bridge Engineering,EPM715,EESEMS
EPM712 Design of Steel and Composite Structures,EPM712,EESEMS
EPM711 Design of Concrete Structures,EPM711,EESEMS
EPM718 Computer-aided Design Of Fire Exposed Steel And Concrete Structures,EPM718,EESEMS
EPM720 Shock And Earthquake Analysis,EPM720,EESEMS
EPM704 Dynamics Of Structures,EPM704,EESEMS
EE3443 Digital Broadcasting Technology,EE3443,EESEMS
EE3422 Embedded And Realtime Systems,EE3422,EESEMS
EE2469 Biomedical Instrumentation,EE2469,EESEMS
EE2425 Object-oriented Programming,EE2425,EESEMS
EE2402 Communication Systems,EE2402,EESEMS
EE2401 Dynamics And Control,EE2401,EESEMS
EE1466 Anatomy and Physiology,EE1466,EESEMS
EE1460 General Mathematics,EE1460,EESEMS
EE0001 Foundation Year Module,EE0001,EESEMS
EDM109 Educational Research Methods,EDM109,AAEDDC
EDM107 Information And Communication Technology In Higher Education,EDM107,AAEDDC
EDM106 Curriculum Design, Review and Evaluation,EDM106,AAEDDC
EDM120 Learning, Teaching And Assessment,EDM120,AAEDDC
ECM214 Epidemiology,ECM214,SSECON
ECM215 Health Economics,ECM215,SSECON
ECM213 Welfare Economics,ECM213,SSECON
ECM212 Economic Evaluation Workshops,ECM212,SSECON
ECM211 Economic Evaluation,ECM211,SSECON
ECM210 Advanced Economic Evaluation In Healthcare,ECM210,SSECON
ECM106 Quantitative Techniques For Regulation In Practice,ECM106,SSECON
ECM105 Applied Regulation And Competition Policy,ECM105,SSECON
ECM104 Competition Law,ECM104,SSECON
ECM103 Economics of Competition,ECM103,SSECON
ECM101 Economics of Regulation,ECM101,SSECON
ECM009 Corporate Finance,ECM009,SSECON
ECM008 E-commerce,ECM008,SSECON
ECM007 Economics And Business Strategy,ECM007,SSECON
ECM006 Economics Of Competition And Regulation,ECM006,SSECON
ECM005 International Business Economics,ECM005,SSECON
ECM004 Econometrics for Business Economics,ECM004,SSECON
ECM002 Business Economics,ECM002,SSECON
ECM001 Financial Markets,ECM001,SSECON
EC3012 International Finance,EC3012,SSECON
EC3010 Corporate Finance,EC3010,SSECON
EC3009 Economics Project,EC3009,SSECON
CVM325 Integrated Design Project (with Architecture),CVM325,EESEMS
CVM311 Engineering Analysis,CVM311,EESEMS
CVM305 Integrated Design Project,CVM305,EESEMS
CVM302 Computational Hydraulics,CVM302,EESEMS
CVM301 Geotechnical Analysis,CVM301,EESEMS
CV3313 Building Engineering,CV3313,EESEMS
CV3312 Environmental Control & Public Health,CV3312,EESEMS
CV3311 Transportation & Highways,CV3311,EESEMS
CV3409 Major Project,CV3409,EESEMS
CV3403 Structural Engineering,CV3403,EESEMS
CV3402 Hydraulic Engineering,CV3402,EESEMS
CV3401 Geotechnical Engineering,CV3401,EESEMS
CV2420 Architecture & Context,CV2420,EESEMS
CV2318 Engineering And Construction Management,CV2318,EESEMS
CV2309 Construction Management,CV2309,EESEMS
CV2406 Structural Design,CV2406,EESEMS
CV2405 Design & Construction,CV2405,EESEMS
CV2404 Surveying,CV2404,EESEMS
CV2403 Structural Analysis,CV2403,EESEMS
CV2402 Fluid Mechanics,CV2402,EESEMS
CV2401 Soil Mechanics,CV2401,EESEMS
CV1420 Architectural Design & Drawing,CV1420,EESEMS
CV1306 Materials,CV1306,EESEMS
CV1305 Design & Graphics,CV1305,EESEMS
CV1403 Structural Mechanics,CV1403,EESEMS
CV1302 Hydraulics,CV1302,EESEMS
CV1301 Geology For Engineers,CV1301,EESEMS
CS3209 Writer's Workshop,CS3209,AACONT
CE3113 Certificate in Novel Writing: Fictional Techniques,CE3113,AACONT
CE3112 Certificate in Novel Writing: Writing the Novel,CE3112,AACONT
CE3111 Certificate in Novel Writing: Fictional Forms,CE3111,AACONT
CS3110 The Novel Studio,CS3110,AACONT
CS2769 Advanced Marketing,CS2769,AACONT
CS2767 Advanced Coaching Skills,CS2767,AACONT
CE2678 Contemporary Architecture: Case Studies,CE2678,AACONT
CS2572 Unix Tools And Shell Scripting,CS2572,AACONT
CS2367 Protecting Intellectual and Creative Capital in the Digital Media Industries,CE2367,AACONT
CS2364 A & R Record Labels and Finance,CS2364,AACONT
CE2319 16mm Film Making: An Introduction,CE2319,AACONT
CS2315 Documentary And Factual Programme Making,CS2315,AACONT
CE2311 Artist Management In The Music Industry,CE2311,AACONT
CE2310 Music Management: Developing Company Strategies,CE2310,AACONT
CE2309 Staging A Live Music Event,CE2309,AACONT
CS2304 Major Event Management,CS2304,AACONT
CE2303 Developing a Business Plan in the Creative Industries,CE2303,AACONT
CE2302 Creative Industries And The Law,CE2302,AACONT
CE2214 Wordshop - Advanced Poetry Workshop,CE2214,AACONT
CE2210 Writing For Children - Workshop,CE2210,AACONT
CE2208 Intermediate Fiction Writing,CE2208,AACONT
CS1996 International Finance,CS1996,AACONT
CS1991 Immigration Law - an introduction,CS1991,AACONT
CS1987 Human Rights Law,CS1987,AACONT
CS1985 International Law: Systems And Organisations,CS1985,AACONT
CS1957 Risk Management In Banking And Finance,CS1957,AACONT
CS1953 Introduction to English Law And Legal Method,CS1953,AACONT
CS1948 Bank Financial Management,CS1948,AACONT
CS1941 Positive Psychology,CS1941,AACONT
CS1869 Arabic I Autumn Term,CS1869,AACONT
CE1868 English For Academic Purposes,CE1868,AASOAR
CS1863 Japanese Accelerated,CS1863,AACONT
CS1856 Japanese 2,CS1856,AACONT
CS1853 Japanese 1,CS1853,AACONT
CS1849 German Accelerated term 2,CE1849,AACONT
CS1846 Spanish Accelerated,CS1846,AACONT
CS1843 French Accelerated Spring Term,CS1843,AACONT
CE1840 Portuguese Ii Autumn Term,CE1840,AACONT
CS1837 Portuguese I Autumn Term,CS1837,AACONT
CE1835 German Iii Spring Term,CE1835,AACONT
CS1834 German: Year 3,CS1834,AACONT
CS1831 German 2,CS1831,AACONT
CS1828 German 1,CS1828,AACONT
CE1216 Writing for Business,CE1216,AACONT
CE1824 Italian Ii Summer Term,CE1824,AACONT
CS1822 Italian Ii Autumn Term,CS1822,AACONT
CS1819 Italian 1,CS1819,AACONT
CS1816 Spanish 3,CS1816,AACONT
CS1813 Spanish 2,CS1813,AACONT
CS1810 Spanish I Autumn Term,CS1810,AACONT
CS1807 French 3,CS1807,AACONT
CE1804 French 2,CE1804,AACONT
CS1801 French 1,CS1801,AACONT
CS1799 Starting Up In Business,CS1799,AACONT
